Player,Tm,FantPos,G,Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Y/A,Rush TD,Tgt,Rec,Rec Yds,Y/R,Rec TD,Fmb,FL,Tot TD,2PM,2PP,FantPt,PPR,VBD,PosRk,OvRk,Opponent_15,Location_15,PointsAllowed_15,GameCompetitiveness_15,Opponent_16,Location_16,PointsAllowed_16,GameCompetitiveness_16,Opponent_17,Location_17,PointsAllowed_17,GameCompetitiveness_17,Partition,Proj Std Pts,Proj_Std_15,Proj_Std_16,Proj_Std_17,Proj PPR Pts,Proj_PPR_15,Proj_PPR_16,Proj_PPR_17
Michael Pittman Jr.,IND,WR,9,0,0,0,0,0,0,0,0,0,6.33,3.33,40.7,12.2,0.22,0,0,0.22,0,0,5.44,8.73,,58,,DEN,0,15.9,0.772093,TEN,1,16.4,1.2232558,NYG,0,20.4,1.0325581,Test,5.4598131403,6.4445458,6.7896620791,6.9205923117,8.7600257912,9.3322318696,9.6773481487,9.8082783812
Braelon Allen,NYJ,RB,10,0,0,0,0,0,6,22.3,3.72,0.2,1.6,1,8.1,8.1,0.1,0,0,0.3,0,0,4.8,5.84,,42,,JAX,0,21.3,1.5513514,LAR,1,17.8,1.2918919,BUF,0,21.5,1.0540541,Train,4.8611109945,6.5386072553,6.4126613094,6.5088775256,5.8575342279,7.4104775846,7.2845316386,7.3807478548
Mike Gesicki,CIN,TE,10,0,0,0,0,0,0,0,0,0,4.5,3.4,38.3,11.26,0.2,0.1,0.1,0.2,0,0,4.8,8.23,,13,,TEN,0,5,0.9740741,CLE,1,4.7,0.9185185,DEN,1,6.2,0.6148148,Train,4.8713775253,4.859862742,5.0743071865,5.1939368161,8.2491842849,7.8154436567,8.0298881011,8.1495177307
Dalton Kincaid,BUF,TE,10,0,0,0,0,0,0,0,0,0,5.9,3.4,35.6,10.47,0.2,0.1,0,0.2,0,0,4.8,8.16,,14,,DET,0,3.9,0.6082474,NWE,1,6.4,0.7731959,NYJ,1,5,0.7560137,Test,4.9090860472,4.7462750335,5.2627698789,5.1210516658,8.2723020664,7.6890890503,8.2055838957,8.0638656826
Andrei Iosivas,CIN,WR,10,0,0,0,0,0,0,0,0,0,3.5,1.7,22.8,13.41,0.4,0,0,0.4,0,0,4.7,6.38,,59,,TEN,0,16.4,0.9740741,CLE,1,25.7,0.9185185,DEN,1,15.9,0.6148148,Train,4.728879968,5.8751773794,7.0496218239,6.0392514535,6.4251143624,7.3593824745,8.5338269189,7.5234565486
Malik Willis,GNB,QB,4,7.25,9.75,95,0.75,0,4,34.3,8.56,0.25,0,0,0,0,0,0,0,0.25,0,0,11.8,11.7,,37,,SEA,0,16.4,0.952,NOR,1,13.9,0.944,MIN,0,13.7,0.68,Train,11.755630357,12.021376562,12.020576562,11.724176562,11.722510801,11.99239695,11.99159695,11.69519695
Michael Wilson,ARI,WR,10,0,0,0,0,0,0,0,0,0,4.4,3,30.7,10.23,0.3,0.1,0.1,0.3,0,0,4.7,7.67,,60,,NWE,1,19.7,0.9453782,CAR,0,19,1.302521,LAR,0,24.3,1.0042017,Validation,4.7797774485,6.4968430826,6.2125573683,6.7127254355,7.7711336337,9.1142797446,8.8299940304,9.3301620976
Calvin Austin III,PIT,WR,9,0,0,0,0,0,0,0,0,0,3.44,1.78,30.8,17.31,0.22,0,0,0.22,0,0,5.11,6.86,,63,,PHI,0,17.4,0.7682403,BAL,0,30.9,1.055794,KAN,1,18.8,0.8197425,Train,4.4660976539,5.7246594815,7.1034148463,6.1198096961,6.2251039326,7.2637899753,8.6425453402,7.6589401899
Jalen Nailor,MIN,WR,9,0,0,0,0,0,0.33,-0.44,-1.33,0,2.67,1.78,27.4,15.44,0.44,0.11,0.11,0.44,0,0,5.11,6.92,,61,,CHI,1,16,0.7663934,SEA,0,22.1,0.9754098,GNB,1,19.4,0.8729508,Train,5.1648160895,6.4458534226,6.8267550619,6.7965091603,6.9441427111,8.0027642165,8.3836658558,8.3534199542
Cedric Tillman,CLE,WR,9,0,0,0,0,0,0.11,-0.56,-5,0,4.11,2.67,29.3,11,0.33,0,0,0.33,0.11,0,5.11,7.77,,62,,KAN,1,18.8,1.1790123,CIN,0,20.9,1.6604938,MIA,1,17,1.3641975,Validation,5.0908544773,6.7023989022,6.7105470503,6.5409174207,7.7544334808,9.0330305303,9.0411786784,8.8715490488
Jacoby Brissett,NWE,QB,6,15.7,26.5,138,0.33,0.17,2.5,10.3,4.13,0,0,0,0,0,0,0.67,0.17,0,0,0.17,7.5,7.55,,38,,ARI,0,15.8,1.3333333,BUF,0,13.5,1.1818182,LAC,1,14.1,0.8787879,Train,7.547670864,8.3175453394,8.0723938242,8.3520907939,7.5517410946,8.3211067911,8.0759552759,8.3556522456
Dallas Goedert,PHI,TE,7,0,0,0,0,0,0,0,0,0,5.29,4.43,55.3,12.48,0.14,0.29,0,0.14,0,0,6.43,10.8,,16,,PIT,1,6,0.6254826,WAS,0,6.9,0.8532819,DAL,1,7.5,1.1119691,Train,6.4329898304,6.5414143641,6.4041942869,6.7400630128,10.81188869,10.372950866,10.235730789,10.571599515
Isaiah Likely,BAL,TE,9,0,0,0,0,0,0,0,0,0,3.78,2.67,30.1,11.29,0.33,0,0,0.33,0,0,5,7.68,,15,,NYG,0,3.9,0.7302632,PIT,1,6,0.5328947,HOU,0,4.7,0.7434211,Train,5.0268025336,4.8614785327,5.3017416906,4.9427943221,7.682278699,7.1850201774,7.6252833353,7.2663359668
Chris Olave,NOR,WR,8,0,0,0,0,0,0.13,0.88,7,0,5.5,4,50,12.5,0.13,0.13,0.13,0.13,0,0,5.63,9.59,,64,,WAS,1,20.6,0.9285714,GNB,0,19.4,0.894958,LVR,1,17.2,1.197479,Train,5.646125893,7.3432172992,6.9698559547,7.0301080555,9.6266860443,10.826207432,10.452846087,10.513098188
Pat Freiermuth,PIT,TE,9,0,0,0,0,0,0,0,0,0,3.78,3.22,31.2,9.69,0.33,0.11,0.11,0.33,0,0,4.89,8.12,,17,,PHI,0,4.6,0.7682403,BAL,0,8,1.055794,KAN,1,9.8,0.8197425,Train,4.9022214776,4.8262678273,5.1950231921,5.6014180419,8.1152225279,7.6376437462,8.006399111,8.4127939608
Christian Kirk,JAX,WR,8,0,0,0,0,0,0,0,0,0,5.88,3.38,47.4,14.04,0.13,0,0,0.13,0,0,5.5,8.86,,65,,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,5.5942802321,6.9013973195,6.7657888539,6.9241486422,8.9332351606,9.8229828819,9.6873744163,9.8457342047
Jeremy McNichols,WAS,RB,11,0,0,0,0,0,3.73,17.7,4.76,0.36,0.27,0.18,0.64,3.5,0,0,0,0.36,0,0,4,4.2,,43,,NOR,0,22.4,0.8428571,PHI,1,13.7,0.6392857,ATL,1,15.2,0.8892857,Train,4.0113851914,5.8342477567,5.1938906139,5.3688906139,4.19034306,5.9908358918,5.3504787489,5.5254787489
Demario Douglas,NWE,WR,10,0,0,0,0,0,0.1,0.9,9,0,5.3,3.9,35.6,9.13,0.1,0,0,0.1,0,0,4.3,8.15,,69,,ARI,0,19.9,1.3333333,BUF,0,17,1.1818182,LAC,1,18.2,0.8787879,Train,4.2567616979,5.847999819,5.5428483038,5.8825452735,8.1474817744,9.2523798859,8.9472283708,9.2869253405
Ray-Ray McCloud,ATL,WR,10,0,0,0,0,0,0.6,5.6,9.33,0,4.9,3.5,33.5,9.57,0.1,0.3,0.1,0.1,0,0,4.3,7.81,,68,,LVR,0,17.2,1.2837838,NYG,1,20.4,1,WAS,0,20.6,0.9954955,Train,4.3330854763,5.6398281702,6.1814497918,5.9509993413,7.8252559841,8.6954773645,9.2370989861,9.0066485357
Jaleel McLaughlin,DEN,RB,10,0,0,0,0,0,5.5,22,4,0.1,1.7,1.6,4.7,2.94,0.2,0.1,0.1,0.3,0,0,4.3,5.87,,44,,IND,1,18.4,1.0607477,LAC,0,11.7,0.6775701,CIN,0,16.3,1.2570093,Train,4.2688304697,5.9313014274,4.9729836704,5.4909275956,5.8726986453,7.334686081,6.376368324,6.8943122492
Jaylen Waddle,MIA,WR,9,0,0,0,0,0,0.33,0.67,2,0,4.89,3.44,40.8,11.84,0.11,0,0,0.11,0,0,4.78,8.26,,66,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,4.8524394884,6.7607464308,6.5685364861,6.9529011269,8.2601893378,9.742527549,9.5503176043,9.9346822451
Dontayvion Wicks,GNB,WR,9,0,0,0,0,0,0,0,0,0,4.78,1.78,21.3,12,0.44,0,0,0.44,0,0,4.78,6.58,,67,,SEA,0,22.1,0.952,NOR,1,21.4,0.944,MIN,0,24.9,0.68,Train,4.8253603935,6.5273903443,6.7065903443,6.7801903443,6.6068405032,8.0861854403,8.2653854403,8.3389854403
Jameis Winston,CLE,QB,7,8.43,14.1,93.1,0.71,0.43,1.71,4.43,2.58,0,0,0,0,0,0,0.29,0.14,0,0,0.14,6.14,6.17,,39,,KAN,1,16.1,1.1790123,CIN,0,20.4,1.6604938,MIA,1,11.7,1.3641975,Train,6.1668525669,7.3738972306,7.6020453787,6.9524157491,6.1582050686,7.3663306696,7.5944788177,6.9448491881
Noah Brown,WAS,WR,9,0,0,0,0,0,0,0,0,0,4.67,2.89,39.4,13.65,0.11,0,0,0.11,0,0,4.67,7.5,,70,,NOR,0,21.4,0.8428571,PHI,1,17.4,0.6392857,ATL,1,22,0.8892857,Test,4.5941486643,6.2441657955,6.0738086527,6.5588086527,7.5105810891,8.7960441673,8.6256870244,9.1106870244
Jerome Ford,CLE,RB,7,0,0,0,0,0,7.43,38.4,5.17,0.14,3.71,3,12.7,4.24,0,0,0,0.14,0,0,6,8.97,,46,,KAN,1,10,1.1790123,CIN,0,16.3,1.6604938,MIA,1,20.4,1.3641975,Validation,5.9213996963,6.5491259688,6.977274117,7.6076444874,8.888082156,9.1449731211,9.5731212692,10.20349164
Emanuel Wilson,GNB,RB,9,0,0,0,0,0,6.11,28.2,4.62,0.11,1.33,1,5.11,5.11,0.11,0,0,0.22,0,0,4.67,5.67,,45,,SEA,0,20.4,0.952,NOR,1,22.4,0.944,MIN,0,13.2,0.68,Train,4.667826324,6.2195480335,6.6687480335,5.4723480335,5.6550472976,7.0833663854,7.5325663854,6.3361663854
Taysom Hill,NOR,TE,6,0.17,0.33,0.5,0,0,4.5,21.7,4.81,0.5,2.33,1.67,16.7,10,0,0,0,0.5,0,0,6.83,8.52,,18,,WAS,1,6.9,0.9285714,GNB,0,7.6,0.894958,LVR,1,9.4,1.197479,Test,6.8845944969,7.0568773277,6.8735159831,7.333768084,8.5944632954,8.5530125263,8.3696511818,8.8299032826
Roschon Johnson,CHI,RB,8,0,0,0,0,0,4.5,13,2.89,0.5,1.63,1.13,8.75,7.78,0,0,0,0.5,0,0,5.13,6.3,,47,,MIN,0,13.2,0.8762887,DET,1,15.2,0.9123711,SEA,1,20.4,1.2268041,Train,5.1845274689,5.9440904012,6.3976986487,6.9491419476,6.330082156,6.9464507525,7.4000589999,7.9515022989
Rashee Rice,KAN,WR,4,0,0,0,0,0,0.25,0.25,1,0,7.25,6,72,12,0.5,0,0,0.5,0,0,10.3,16.2,,71,,CLE,0,25.7,1.0333333,HOU,1,23.9,0.9416667,PIT,0,18.5,0.675,Train,10.257698546,11.648819561,11.709652894,10.892986227,16.227021754,16.871977368,16.932810701,16.116144034
Jonnu Smith,MIA,TE,9,0,0,0,0,0,0.11,-0.11,-1,0,4.89,3.67,38.6,10.52,0.11,0,0,0.11,0,0,4.56,8.18,,19,,HOU,0,4.7,1.2486188,SFO,1,5.1,1.2265193,CLE,0,4.7,1.3701657,Train,4.5507957631,4.5768081711,4.8645982264,4.5889628673,8.1855510826,7.7572190757,8.045009131,7.7693737719
Tre Tucker,LVR,WR,9,0,0,0,0,0,0.56,3.22,5.8,0.11,4.89,2.78,28.6,10.28,0.11,0,0,0.22,0,0,4.56,7.29,,72,,ATL,1,22,1.3315508,JAX,1,23.4,1.5347594,NOR,0,21.4,1.2620321,Train,4.5320199376,6.5486725256,6.7089933812,6.2317206539,7.3060626503,8.9759598992,9.1362807548,8.6590080276
Raheem Mostert,MIA,RB,6,0,0,0,0,0,9.17,35.7,3.89,0.33,2,1.5,17.5,11.67,0,0.33,0.33,0.33,0,0,6.67,8.15,,49,,HOU,0,15.2,1.2486188,SFO,1,18.3,1.2265193,CLE,0,16.2,1.3701657,Train,6.6677511737,7.4791441555,8.0369342107,7.5912988516,8.1802107704,8.8025463025,9.3603363578,8.9147009987
Josh Palmer,LAC,WR,8,0,0,0,0,0,0,0,0,0,3.5,2.25,42.8,19,0.13,0,0,0.13,0,0,5,7.28,,73,,TAM,1,23.9,1.2090909,DEN,1,15.9,0.7545455,NWE,0,19.7,1.0227273,Test,4.964592875,7.1049278565,6.2594733111,6.4162914929,7.3064425381,9.1540463118,8.3085917663,8.4654099481
Sean Tucker,TAM,RB,10,0,0,0,0,0,2.6,18.6,7.15,0.1,0.8,0.7,9.7,13.86,0.1,0,0,0.2,0,0,4,4.73,,48,,LAC,0,11.7,0.5197133,DAL,0,22.4,1.0322581,CAR,1,26.3,1.1111111,Train,4.0503696097,4.7660447346,5.8872992149,6.5351845196,4.7492255264,5.3775436618,6.4987981421,7.1466834467
Antonio Gibson,NWE,RB,10,0,0,0,0,0,6.2,26.2,4.23,0,1.5,1.3,13.1,10.08,0,0.1,0,0,0,0,3.9,5.23,,50,,ARI,0,19.9,1.3333333,BUF,0,21.5,1.1818182,LAC,1,11.7,0.8787879,Train,3.9658200898,5.5934259119,5.7382743968,4.9779713664,5.2354611471,6.7043618371,6.8492103219,6.0889072916
Tutu Atwell,LAR,WR,9,0,0.11,0,0,0,0.11,0.78,7,0,4.44,2.89,41.3,14.31,0,0,0,0,0,0,4.22,7.1,,74,,SFO,0,19.5,1.0422535,NYJ,0,16.4,1.0328638,ARI,1,19.9,1.0328638,Train,4.2579088774,5.7798956198,5.4689566527,6.0689566527,7.1171335131,8.2817171761,7.9707782089,8.5707782089
Mack Hollins,BUF,WR,10,0,0,0,0,0,0,0,0,0,2.9,1.6,19.7,12.31,0.3,0,0,0.3,0,0,3.8,5.37,,76,,DET,0,23.5,0.6082474,NWE,1,19.7,0.7731959,NYJ,1,16.4,0.7560137,Train,3.814205347,5.7482544209,5.6347492662,5.3030310532,5.4049180119,7.1401280026,7.026622848,6.6949046349
Ty Johnson,BUF,RB,10,0,0,0,0,0,1.7,9.9,5.82,0.1,1.1,0.8,9.7,12.13,0.2,0,0,0.3,0,0,3.8,4.56,,51,,DET,0,15.2,0.6082474,NWE,1,20.9,0.7731959,NYJ,1,18.3,0.7560137,Train,3.7788177509,4.8872902743,5.7237851196,5.4620669066,4.5844206441,5.5921928058,6.4286876512,6.1669694381
David Njoku,CLE,TE,6,0,0,0,0,0,0,0,0,0,7.17,5,42.5,8.5,0.33,0,0,0.33,0,0,6.33,11.3,,20,,KAN,1,9.8,1.1790123,CIN,0,9.6,1.6604938,MIA,1,5,1.3641975,Train,6.2477278421,6.8146630964,6.5928112446,6.3531816149,11.235367028,11.178847384,10.956995532,10.717365903
Nick Westbrook-Ikhine,TEN,WR,9,0,0,0,0,0,0,0,0,0,2.11,1.44,15.4,10.69,0.44,0,0,0.44,0,0,4.22,5.66,,75,,CIN,1,20.9,1.5823529,IND,0,21.8,1.3352941,JAX,0,23.4,1.6882353,Train,4.2088198418,6.1809526557,5.9962467733,6.191540891,5.6501814187,7.4421440355,7.2574381532,7.4527322708
Brandon Aiyuk,SFO,WR,7,0,0,0,0,0,0,0,0,0,6.71,3.57,53.4,14.96,0,0,0,0,0,0,5.29,8.91,,77,,LAR,1,24.3,0.956,MIA,0,17,0.884,DET,1,23.5,0.708,Validation,5.269174818,7.3861279658,6.3989279658,7.2813279658,8.8657066292,10.533093301,9.5458933006,10.428293301
Tyler Conklin,NYJ,TE,10,0,0,0,0,0,0,0,0,0,4.2,2.8,24.5,8.75,0.2,0,0,0.2,0,0,3.7,6.45,,21,,JAX,0,9.1,1.5513514,LAR,1,9.2,1.2918919,BUF,0,5.1,1.0540541,Train,3.6814018652,4.2863617672,4.5204158213,3.8366320375,6.4645463145,6.7216131603,6.9556672144,6.2718834306
Christian Watson,GNB,WR,8,0,0,0,0,0,0.13,-0.5,-4,0,3.38,2,29.1,14.56,0.25,0,0,0.25,0.13,0,4.63,6.61,,78,,SEA,0,22.1,0.952,NOR,1,21.4,0.944,MIN,0,24.9,0.68,Train,4.6603581888,6.3830134152,6.5622134152,6.6358134152,6.6453798727,8.1199073886,8.2991073886,8.3727073886
Cam Akers,MIN,RB,9,0,0,0,0,0,6.56,25.7,3.92,0.11,1.11,0.78,3.56,4.57,0.11,0.11,0.11,0.22,0,0,4,4.81,,52,,CHI,1,18.5,0.7663934,SEA,0,20.4,0.9754098,GNB,1,17.7,0.8729508,Validation,4.0469755725,5.7177429702,5.6786446096,5.6483987079,4.8562221504,6.4258337259,6.3867353652,6.3564894636
Keenan Allen,CHI,WR,7,0,0,0,0,0,0,0,0,0,6.86,3.71,34.4,9.27,0.29,0,0,0.29,0,0,5.14,8.87,,79,,MIN,0,24.9,0.8762887,DET,1,23.5,0.9123711,SEA,1,22.1,1.2268041,Train,5.2235126198,7.1482024083,7.2618106557,7.1532539547,8.9202614359,10.382857622,10.49646587,10.387909169
Josh Oliver,MIN,TE,9,0,0,0,0,0,0,0,0,0,2.11,1.78,20.2,11.38,0.33,0,0,0.33,0,0,4,5.8,,22,,CHI,1,6.7,0.7663934,SEA,0,7.5,0.9754098,GNB,1,7.6,0.8729508,Train,4.0304497286,4.5232828568,4.3741844961,4.6239385945,5.8011607751,6.0726550225,5.9235566618,6.1733107602
Foster Moreau,NOR,TE,10,0,0,0,0,0,0,0,0,0,1.7,1.2,16.7,13.92,0.3,0,0,0.3,0,0,3.5,4.67,,23,,WAS,1,6.9,0.9285714,GNB,0,7.6,0.894958,LVR,1,9.4,1.197479,Train,3.5089054301,4.1031493942,3.9197880497,4.3800401505,4.7018095308,5.1469404823,4.9635791378,5.4238312386
Kalif Raymond,DET,WR,9,0,0,0,0,0,0.22,0,0,0,2,1.56,19.3,12.43,0.22,0,0,0.22,0,0,3.89,5.49,,80,,BUF,1,17,0.5803571,CHI,0,16,0.5565476,SFO,0,19.5,0.6607143,Train,3.2883246441,4.8853197779,4.5329388255,4.8933554922,4.8330469242,6.236951773,5.8845708206,6.2449874873
Gabriel Davis,JAX,WR,9,0,0,0,0,0,0,0,0,0,4.33,2.11,26.2,12.42,0.22,0.11,0.11,0.22,0,0,3.78,5.84,,81,,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,3.7783016702,5.3124160778,5.1768076122,5.3351674006,5.8773247242,7.1490612501,7.0134527845,7.1718125729
Emari Demercado,ARI,RB,10,0,0,0,0,0,2,19.7,9.85,0.1,1.4,1.1,8.6,7.82,0,0,0,0.1,0,0,3.4,4.53,,53,,NWE,1,20.9,0.9453782,CAR,0,26.3,1.302521,LAR,0,17.8,1.0042017,Test,3.3913523979,5.4019711633,5.727685449,4.8478535162,4.5005654221,6.3725325594,6.6982468451,5.8184149124
Jake Ferguson,DAL,TE,8,0,0,0,0,0,0,0,0,0,7.13,5.25,44.8,8.52,0,0.38,0.13,0,0,0,4.25,9.47,,24,,CAR,0,11.5,1.5736041,TAM,1,9.6,1.3502538,PHI,0,4.6,0.9086294,Train,4.2590869786,5.0340615124,5.071726487,4.2775640504,9.4779902152,9.6006018444,9.638266819,8.8441043824
Samaje Perine,KAN,RB,9,0,0,0,0,0,1.56,6.11,3.93,0.11,2.11,1.67,18.4,11.07,0.11,0,0,0.22,0,0,3.78,5.46,,54,,CLE,0,16.2,1.0333333,HOU,1,15.2,0.9416667,PIT,0,16.6,0.675,Train,3.7950744106,5.0440234426,5.1848567759,5.0481901092,5.4573553908,6.4985193003,6.6393526336,6.502685967
Brenton Strange,JAX,TE,10,0,0,0,0,0,0,0,0,0,2.8,2,21.5,10.75,0.2,0,0,0.2,0,0,3.4,5.35,,25,,NYJ,1,5,1.1640212,LVR,0,9.4,1.5079365,TEN,1,5,1.3915344,Validation,3.4006147836,3.8419400521,4.0663315865,3.8646913748,5.3676629623,5.5631072084,5.7874987428,5.5858585312
Nelson Agholor,BAL,WR,10,0,0,0,0,0,0,0,0,0,2.5,1.3,20.5,15.77,0.2,0,0,0.2,0,0,3.3,4.55,,82,,NYG,0,20.4,0.7302632,PIT,1,18.5,0.5328947,HOU,0,23.9,0.7434211,Train,3.3038736776,5.0039157837,5.0441789416,5.3552315732,4.5894804561,6.1288217149,6.1690848728,6.4801375044
Trey Benson,ARI,RB,9,0,0,0,0,0,5.44,24,4.41,0.11,0.56,0.56,6.11,11,0,0.11,0,0.11,0,0,3.67,4.23,,55,,NWE,1,20.9,0.9453782,CAR,0,26.3,1.302521,LAR,0,17.8,1.0042017,Train,3.7032850538,5.6749122372,6.0006265229,5.1207945902,4.2469909059,6.1506548578,6.4763691435,5.5965372108
Jalen Coker,CAR,WR,7,0,0,0,0,0,0,0,0,0,3.71,2.43,37.6,15.47,0.14,0,0,0.14,0,0,4.57,7.04,,83,,DAL,1,21.7,1.7245509,ARI,1,19.9,1.3173653,TAM,0,23.9,1.5928144,Test,4.5525591144,6.5759443149,6.355225752,6.5327706622,7.0333999468,8.7466800433,8.5259614804,8.7035063906
