Player,Tm,FantPos,G,Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Y/A,Rush TD,Tgt,Rec,Rec Yds,Y/R,Rec TD,Fmb,FL,Tot TD,2PM,2PP,FantPt,PPR,VBD,PosRk,OvRk,Opponent_15,Location_15,PointsAllowed_15,GameCompetitiveness_15,Opponent_16,Location_16,PointsAllowed_16,GameCompetitiveness_16,Opponent_17,Location_17,PointsAllowed_17,GameCompetitiveness_17,Partition,Proj Std Pts,Proj_Std_15,Proj_Std_16,Proj_Std_17,Proj PPR Pts,Proj_PPR_15,Proj_PPR_16,Proj_PPR_17
Kendrick Bourne,NWE,WR,5,0,0,0,0,0,0,0,0,0,2.8,1.6,14,8.75,0,0,0,0,0,0,1.4,3,,145,,ARI,0,19.9,1.3333333,BUF,0,17,1.1818182,LAC,1,18.2,0.8787879,Train,1.444470273,3.3872448222,3.0820933071,3.4217902768,3.0177357375,4.7638521037,4.4587005885,4.7983975582
Tim Boyle,MIA,QB,2,7.5,13,76.5,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,3.5,3.55,,47,,HOU,0,16.2,1.2486188,SFO,1,14,1.2265193,CLE,0,16.6,1.3701657,Train,3.5879961169,4.8843584808,4.912148536,4.9365131769,3.5571154242,4.8573378746,4.8851279298,4.9094925707
DeAndre Carter,CHI,WR,9,0,0,0,0,0,0,0,0,0,1.56,1,8,8,0,0,0,0,0,0,0.78,1.8,,144,,MIN,0,24.9,0.8762887,DET,1,23.5,0.9123711,SEA,1,22.1,1.2268041,Train,0.8407964648,3.3133257727,3.4269340201,3.3183773191,1.8148230417,4.1655990275,4.2792072749,4.1706505739
DeeJay Dallas,ARI,RB,10,0,0,0,0,0,0.4,1.2,3,0,0,0,0,0,0,0.1,0,0,0,0,0.7,0.72,,93,,NWE,1,20.9,0.9453782,CAR,0,26.3,1.302521,LAR,0,17.8,1.0042017,Test,0.4852198956,2.8591052238,3.1848195095,2.3049875767,0.3810401485,2.767947945,3.0936622307,2.213830298
Hayden Hurst,LAC,TE,7,0,0,0,0,0,0,0,0,0,1.71,1,9.29,9.29,0,0,0,0,0,0,1,1.93,,65,,TAM,1,9.6,1.2090909,DEN,1,6.2,0.7545455,NWE,0,6.4,1.0227273,Train,0.9732394545,2.1824936136,1.7970390682,1.59385725,1.9477646944,3.0352031985,2.649748653,2.4465668349
Xavier Hutchinson,HOU,WR,10,0,0,0,0,0,0,0,0,0,1.7,0.7,7,10,0,0,0,0,0,0,0.7,1.4,,146,,MIA,1,17,0.9866071,KAN,0,18.8,0.8526786,BAL,1,30.9,1.0982143,Validation,0.7027808334,2.6635939435,2.5802010864,4.0647546578,1.4116655991,3.2838681135,3.2004752563,4.6850288278
Jeremy Ruckert,NYJ,TE,10,0,0,0,0,0,0,0,0,0,1.6,1.2,6.7,5.58,0,0,0,0,0,0,0.7,1.87,,63,,JAX,0,9.1,1.5513514,LAR,1,9.2,1.2918919,BUF,0,5.1,1.0540541,Train,0.702997051,1.6802575548,1.9143116089,1.2305278251,1.8766704957,2.7072218188,2.9412758729,2.2574920891
Eric Saubert,SFO,TE,9,0,0,0,0,0,0,0,0,0,0.56,0.44,7.44,16.75,0,0,0,0,0,0,0.78,1.19,,64,,LAR,1,9.2,0.956,MIA,0,5,0.884,DET,1,3.9,0.708,Train,0.7882318427,1.9553028623,1.2781028623,1.4005028623,1.2123855804,2.3264373828,1.6492373828,1.7716373828
Blake Whiteheart,CLE,TE,4,0,0,0,0,0,0,0,0,0,0.75,0.75,3.25,4.33,0.25,0,0,0.25,0,0,1.75,2.58,,62,,KAN,1,9.8,1.1790123,CIN,0,9.6,1.6604938,MIA,1,5,1.3641975,Train,1.8494411551,2.9661622453,2.7443103934,2.5046807638,2.587530231,3.6119901867,3.3901383348,3.1505087052
Johnny Wilson,PHI,WR,10,0,0,0,0,0,0,0,0,0,0.7,0.2,1.4,7,0.1,0,0,0.1,0,0,0.7,0.94,,143,,PIT,1,18.5,0.6254826,WAS,0,20.6,0.8532819,DAL,1,21.7,1.1119691,Train,0.7831025908,2.8477630295,2.8305429523,3.2164116782,0.9637499242,3.0058294463,2.988609369,3.3744780949
Tyler Badie,DEN,RB,3,0,0,0,0,0,3.67,28.7,7.82,0,1,1,-0.67,-0.67,0,0.33,0.33,0,0,0,2,3.13,,94,,IND,1,18.4,1.0607477,LAC,0,11.7,0.6775701,CIN,0,16.3,1.2570093,Train,2.1538447286,4.0806889039,3.1223711469,3.6403150721,3.1484689483,4.9509850961,3.9926673391,4.5106112643
Derius Davis,LAC,WR,7,0,0,0,0,0,0.86,5.29,6.17,0,0.43,0.29,3.57,12.5,0,0,0,0,0,0,0.86,1.17,,147,,TAM,1,23.9,1.2090909,DEN,1,15.9,0.7545455,NWE,0,19.7,1.0227273,Train,0.9129278668,3.5597209743,2.7142664289,2.8710846107,1.1950258982,3.8065567519,2.9611022064,3.1179203882
Eric Gray,NYG,RB,10,0,0,0,0,0,1.2,2.6,2.17,0,0.7,0.6,6.9,11.5,0,0.2,0.2,0,0,0,0.6,1.15,,97,,BAL,1,15.2,1.5769231,ATL,0,15.2,1.5961538,IND,1,18.4,1.4551282,Train,0.5879833959,2.4421777791,2.1941008561,2.749998292,1.1821838169,2.9621031475,2.7140262244,3.2699236603
C.J. Ham,MIN,RB,9,0,0,0,0,0,0.22,1.11,5,0.11,0.22,0.22,1.22,5.5,0,0.11,0.11,0.11,0,0,0.67,0.9,,95,,CHI,1,18.5,0.7663934,SEA,0,20.4,0.9754098,GNB,1,17.7,0.8729508,Train,0.6978061285,2.7872197067,2.7481213461,2.7178754444,0.9149321279,2.9772049562,2.9381065955,2.9078606939
Chris Manhertz,NYG,TE,10,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,2,0.1,0,0,0.1,0,0,0.6,0.72,,66,,BAL,1,8,1.5769231,ATL,0,8.1,1.5961538,IND,1,9,1.4551282,Train,0.6616095883,1.7866006975,1.5485237744,1.8744212103,0.7332837018,1.8493155468,1.6112386237,1.9371360596
Quintin Morris,BUF,TE,10,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,2,0.1,0,0,0.1,0,0,0.6,0.72,,67,,DET,0,3.9,0.6082474,NWE,1,6.4,0.7731959,NYJ,1,5,0.7560137,Train,0.6605979069,1.0288479108,1.5453427561,1.4036245431,0.7321194508,1.0914292617,1.6079241071,1.466205894
Chris Rodriguez,WAS,RB,4,0,0,0,0,0,3.25,14,4.31,0,0,0,0,0,0,0,0,0,0,0,1.5,1.4,,96,,NOR,0,22.4,0.8428571,PHI,1,13.7,0.6392857,ATL,1,15.2,0.8892857,Train,1.4374430226,3.582048359,2.9416912162,3.1166912162,1.4016133421,3.5506973886,2.9103402458,3.0853402458
Luke Schoonmaker,DAL,TE,9,0,0,0,0,0,0,0,0,0,1.22,0.89,6.22,7,0,0,0,0,0,0,0.67,1.51,,68,,CAR,0,11.5,1.5736041,TAM,1,9.6,1.3502538,PHI,0,4.6,0.9086294,Train,0.660061251,1.8849140007,1.9225789754,1.1284165388,1.5235771057,2.6404903736,2.6781553482,1.8839929116
Tyrod Taylor,NYJ,QB,1,6,8,36,1,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,6,6.1,,48,,JAX,0,21.6,1.5513514,LAR,1,15.8,1.2918919,BUF,0,13.5,1.0540541,Validation,5.937921742,7.5108166594,7.1548707135,6.6510869297,6.0448235962,7.6043557818,7.2484098359,6.7446260521
John Bates,WAS,TE,11,0,0,0,0,0,0,0,0,0,0.73,0.45,4.64,10.2,0,0,0,0,0,0,0.45,0.92,,71,,NOR,0,6.2,0.8428571,PHI,1,4.6,0.6392857,ATL,1,8.1,0.8892857,Train,0.5073440715,1.1482117768,1.217854634,1.592854634,0.9343605959,1.5218512357,1.5914940929,1.9664940929
Luke Farrell,JAX,TE,10,0,0,0,0,0,0,0,0,0,1,0.8,5.2,6.5,0,0,0,0,0,0,0.5,1.32,,69,,NYJ,1,5,1.1640212,LVR,0,9.4,1.5079365,TEN,1,5,1.3915344,Train,0.5571235868,1.3538852548,1.5782767892,1.3766365776,1.3301839382,2.0303130623,2.2547045967,2.053064385
Julian Hill,MIA,TE,8,0,0,0,0,0,0,0,0,0,1.38,0.88,5.63,6.43,0,0.13,0,0,0,0,0.63,1.44,,72,,HOU,0,4.7,1.2486188,SFO,1,5.1,1.2265193,CLE,0,4.7,1.3701657,Train,0.6085443975,1.1273382263,1.4151282815,1.1394929224,1.4602678655,1.8725962608,2.160386316,1.8847509569
Jalin Hyatt,NYG,WR,9,0,0,0,0,0,0,0,0,0,1.33,0.56,5,9,0,0,0,0,0,0,0.56,1.06,,150,,BAL,1,30.9,1.5769231,ATL,0,22,1.5961538,IND,1,21.8,1.4551282,Train,0.5469881453,3.9763069348,2.8382300118,3.0541274477,1.083178422,4.4454734269,3.3073965038,3.5232939397
Charlie Jones,CIN,WR,8,0,0,0,0,0,0,0,0,0,0.13,0.13,0.63,5,0,0.25,0.13,0,0,0,0.63,0.69,,151,,TEN,0,16.4,0.9740741,CLE,1,25.7,0.9185185,DEN,1,15.9,0.6148148,Train,-0.146834118,1.6089275537,2.7833719982,1.7730016278,-0.040291503,1.7021523425,2.8765967869,1.8662264165
Kendre Miller,NOR,RB,2,0,0,0,0,0,4.5,26,5.78,0,1.5,1,0.5,0.5,0,0,0,0,0,0,2.5,3.65,,98,,WAS,1,20.2,0.9285714,GNB,0,17.7,0.894958,LVR,1,20.3,1.197479,Train,2.6679848432,4.6973438807,4.1939825361,4.734234637,3.6408240957,5.5485782266,5.0452168821,5.5854689829
Jalen Reagor,LAC,WR,4,0,0,0,0,0,0.75,-0.75,-1,0,1.5,1,19,19,0,0.25,0.25,0,0,0,1.25,2.33,,148,,TAM,1,23.9,1.2090909,DEN,1,15.9,0.7545455,NWE,0,19.7,1.0227273,Train,1.3861474803,3.9737881361,3.1283335907,3.2851517725,2.3773534651,4.8410933729,3.9956388274,4.1524570093
Desmond Ridder,LVR,QB,2,5.5,8,37,0.5,0,0.5,1,2,0,0,0,0,0,0,0.5,0.5,0,0,0,2.5,2.6,,49,,ATL,1,18.2,1.3315508,JAX,1,21.6,1.5347594,NOR,0,13.9,1.2620321,Train,2.5953331506,4.474071587,4.8343924426,3.7871197153,2.6111366698,4.4878996663,4.8482205219,3.8009477947
Ronnie Rivers,LAR,RB,9,0,0,0,0,0,1.11,5.67,5.1,0,0.11,0.11,0,0,0,0,0,0,0,0,0.56,0.68,,100,,SFO,0,18.3,1.0422535,NYJ,0,18.3,1.0328638,ARI,1,19.9,1.0328638,Train,0.5988413232,2.4582115099,2.4572725427,2.8672725427,0.6791782207,2.5285062952,2.5275673281,2.9375673281
Will Shipley,PHI,RB,10,0,0,0,0,0,1.9,4.6,2.42,0,0,0,0,0,0,0,0,0,0,0,0.5,0.46,,101,,PIT,1,16.6,0.6254826,WAS,0,20.2,0.8532819,DAL,1,22.4,1.1119691,Train,0.5006628859,2.4106282877,2.5434082105,3.0392769364,0.4654037216,2.3797765189,2.5125564417,3.0084251676
Tyquan Thornton,NWE,WR,6,0,0,0,0,0,0,0,0,0,1.33,0.67,7.83,11.75,0,0,0,0,0,0,0.83,1.45,,149,,ARI,0,19.9,1.3333333,BUF,0,17,1.1818182,LAC,1,18.2,0.8787879,Train,0.830493708,2.8500153278,2.5448638127,2.8845607824,1.4781848853,3.416745108,3.1115935928,3.4512905625
Tommy Tremble,CAR,TE,5,0,0,0,0,0,0,0,0,0,2.4,1.8,14.4,8,0,0.2,0.2,0,0,0,1,2.84,,70,,DAL,1,7.5,1.7245509,ARI,1,5.3,1.3173653,TAM,0,9.6,1.5928144,Train,1.0769469742,2.1147836923,1.8540651294,2.0616100396,2.8621903479,3.6768716442,3.4161530814,3.6236979915
Jeff Wilson,MIA,RB,4,0,0,0,0,0,2,10,5,0,0.5,0.5,3,6,0,0,0,0,0,0,1.25,1.8,,99,,HOU,0,15.2,1.2486188,SFO,1,18.3,1.2265193,CLE,0,16.2,1.3701657,Train,1.3262943907,2.8053694703,3.3631595256,2.9175241665,1.8050028053,3.2242393331,3.7820293884,3.3363940292
Davis Allen,LAR,TE,7,0,0,0,0,0,0,0,0,0,1.57,0.86,5.57,6.5,0,0,0,0,0,0,0.57,1.41,,76,,SFO,0,5.1,1.0422535,NYJ,0,5,1.0328638,ARI,1,5.3,1.0328638,Train,0.5985806777,1.1379834451,1.127044478,1.407044478,1.4324827612,1.8676477682,1.856708801,2.136708801
Kevin Austin,NOR,WR,1,0,0,0,0,0,0,0,0,0,2,2,36,18,0,0,0,0,0,0,4,5.6,,154,,WAS,1,20.6,0.9285714,GNB,0,19.4,0.894958,LVR,1,17.2,1.197479,Train,3.6620495976,5.6071505407,5.2337891962,5.294041297,5.6190534056,7.3195288727,6.9461675282,7.006419629
Treylon Burks,TEN,WR,5,0,0,0,0,0,0.4,0.2,0.5,0,1.6,0.8,6.8,8.5,0,0,0,0,0,0,0.8,1.5,,157,,CIN,1,20.9,1.5823529,IND,0,21.8,1.3352941,JAX,0,23.4,1.6882353,Test,0.7945028056,3.193425249,3.0087193667,3.2040134843,1.5721249798,3.8738446514,3.6891387691,3.8844328867
Michael Burton,DEN,RB,10,0,0,0,0,0,0.2,-0.1,-0.5,0,0.5,0.5,4,8,0,0,0,0,0,0,0.4,0.89,,103,,IND,1,18.4,1.0607477,LAC,0,11.7,0.6775701,CIN,0,16.3,1.2570093,Train,0.4302891243,2.5725777501,1.6142599931,2.1322039184,0.9036030955,2.9867274749,2.0284097179,2.5463536431
D'Wayne Eskridge,MIA,WR,4,0,0,0,0,0,0,0,0,0,0.5,0.5,9,18,0,0,0,0,0,0,1,1.4,,155,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Validation,0.9528078959,3.3485687873,3.1563588426,3.5407234835,1.4035713546,3.7429868137,3.550776869,3.9351415099
Mac Jones,JAX,QB,3,6.67,10.3,46.3,0,0.67,1.67,2.67,1.6,0.33,0,0,0,0,0,0.67,0.67,0.33,0,0,1.33,1.47,,50,,NYJ,1,14.9,1.1640212,LVR,0,18,1.5079365,TEN,1,16.2,1.3915344,Train,1.4094110446,3.0896367805,3.1840283149,3.2423881032,1.4673455761,3.1403294955,3.2347210298,3.2930808182
Hunter Long,LAR,TE,9,0,0,0,0,0,0,0,0,0,0.56,0.56,4.78,8.6,0,0,0,0,0,0,0.44,1.03,,73,,SFO,0,5.1,1.0422535,NYJ,0,5,1.0328638,ARI,1,5.3,1.0328638,Train,0.5169616688,1.0665668123,1.0556278452,1.3356278452,1.0515996109,1.5343750117,1.5234360445,1.8034360445
Brandon Powell,MIN,WR,9,0,0,0,0,0,0,0,0,0,0.78,0.44,4.22,9.5,0,0,0,0,0,0,0.44,0.87,,153,,CHI,1,16,0.7663934,SEA,0,22.1,0.9754098,GNB,1,19.4,0.8729508,Train,0.4657076445,2.3341335332,2.7150351726,2.6847892709,0.8821008565,2.6984775937,3.079379233,3.0491333314
Ben Sims,GNB,TE,9,0,0,0,0,0,0,0,0,0,0.44,0.33,4.44,13.33,0,0,0,0,0,0,0.44,0.78,,75,,SEA,0,7.5,0.952,NOR,1,6.2,0.944,MIN,0,6,0.68,Train,0.4865136436,1.2708994381,1.3900994381,1.0936994381,0.7980269101,1.5434735463,1.6626735463,1.3662735463
Stone Smartt,LAC,TE,7,0,0,0,0,0,0,0,0,0,0.43,0.29,5.86,20.5,0,0,0,0,0,0,0.57,0.87,,74,,TAM,1,9.6,1.2090909,DEN,1,6.2,0.7545455,NWE,0,6.4,1.0227273,Train,0.628965078,1.8812535342,1.4957989887,1.2926171705,0.9109666665,2.1280049241,1.7425503786,1.5393685604
Xavier Smith,LAR,WR,7,0,0,0,0,0,0.29,4.29,15,0,0.29,0.29,0.86,3,0,0,0,0,0,0,0.57,0.8,,156,,SFO,0,19.5,1.0422535,NYJ,0,16.4,1.0328638,ARI,1,19.9,1.0328638,Train,0.516503162,2.5061656188,2.1952266517,2.7952266517,0.8049083569,2.7585201644,2.4475811973,3.0475811973
J.J. Taylor,HOU,RB,5,0,0,0,0,0,2,8.8,4.4,0,0.6,0.4,0,0,0,0,0,0,0,0,0.8,1.28,,102,,MIA,1,20.4,0.9866071,KAN,0,10,0.8526786,BAL,1,15.2,1.0982143,Train,0.9090042349,3.1840394199,1.8806465627,2.6752001342,1.2802168183,3.5088504303,2.2054575732,3.0000111446
Patrick Taylor,SFO,RB,8,0,0,0,0,0,0.88,3.13,3.57,0,0.13,0.13,1.5,12,0,0,0,0,0,0,0.5,0.59,,104,,LAR,1,17.8,0.956,MIA,0,20.4,0.884,DET,1,15.2,0.708,Validation,0.5073821714,2.5695594,2.5723594,2.2847594,0.6237816546,2.6714089478,2.6742089478,2.3866089478
Dorian Thompson-Robinson,CLE,QB,1,11,24,82,0,2,3,44,14.67,0,0,0,0,0,0,1,0,0,0,0,4,3.7,,51,,KAN,1,16.1,1.1790123,CIN,0,20.4,1.6604938,MIA,1,11.7,1.3641975,Validation,3.9729161595,5.4542028741,5.6823510223,5.0327213926,3.6619988471,5.1821502258,5.410298374,4.7606687443
Cody White,SEA,WR,1,0,0,0,0,0,0,0,0,0,3,2,44,22,0,0,0,0,0,0,4,6.4,,152,,GNB,1,19.4,0.926087,MIN,1,24.9,0.7391304,CHI,0,16,0.8130435,Test,4.2442550766,5.9963318877,6.5276362355,5.3950275399,6.3902250808,7.8740556413,8.4053599892,7.2727512935
Alex Bachman,LVR,WR,6,0,0,0,0,0,0,0,0,0,0.5,0.5,5.17,10.33,0,0,0,0,0,0,0.5,1.02,,160,,ATL,1,22,1.3315508,JAX,1,23.4,1.5347594,NOR,0,21.4,1.2620321,Train,0.5573035946,3.0707957255,3.2311165811,2.7538438538,1.0338234722,3.4877506184,3.648071474,3.1707987468
Odell Beckham Jr.,MIA,WR,5,0,0,0,0,0,0,0,0,0,1.6,1,6.4,6.4,0,0,0,0,0,0,0.6,1.64,,159,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,0.6788129605,3.1088232189,2.9166132742,3.3009779151,1.6525659189,3.9608570575,3.7686471128,4.1530117536
Daniel Bellinger,NYG,TE,10,0,0,0,0,0,0,0,0,0,0.3,0.3,3.1,10.33,0,0,0,0,0,0,0.3,0.61,,77,,BAL,1,8,1.5769231,ATL,0,8.1,1.5961538,IND,1,9,1.4551282,Train,0.3509694828,1.5147906051,1.2767136821,1.602611118,0.6286433013,1.7577551963,1.5196782732,1.8455757091
David Bell,CLE,WR,1,0,0,0,0,0,0,0,0,0,3,3,27,9,0,0,0,0,0,0,3,5.7,,164,,KAN,1,18.8,1.1790123,CIN,0,20.9,1.6604938,MIA,1,17,1.3641975,Validation,2.896153839,4.7820358437,4.7901839918,4.6205543622,5.7311835297,7.262686823,7.2708349712,7.1012053415
Dalvin Cook,DAL,RB,2,0,0,0,0,0,4,10,2.5,0,0.5,0.5,5,10,0,0,0,0,0,0,1.5,2,,106,,CAR,0,26.3,1.5736041,TAM,1,19.5,1.3502538,PHI,0,13.7,0.9086294,Train,1.5332943151,4.1289929318,3.6766579064,2.8024954699,2.0127321054,4.5485009983,4.096165973,3.2220035364
Britain Covey,PHI,WR,3,0,0,0,0,0,0,0,0,0,2.33,2.33,11.3,4.86,0,0,0,0,0,0,1,3.47,,158,,PIT,1,18.5,0.6254826,WAS,0,20.6,0.8532819,DAL,1,21.7,1.1119691,Train,1.1413441383,3.1612243836,3.1440043064,3.5298730322,3.4481462769,5.1796762548,5.1624561776,5.5483249035
Jacob Cowing,SFO,WR,8,0,0,0,0,0,0,0,0,0,0.38,0.25,6.25,25,0,0.25,0.13,0,0,0,0.38,0.63,,162,,LAR,1,24.3,0.956,MIA,0,17,0.884,DET,1,23.5,0.708,Train,0.4146450539,3.1384144222,2.1512144222,3.0336144222,0.6703828864,3.3621850256,2.3749850256,3.2573850256
Isaiah Davis,NYJ,RB,10,0,0,0,0,0,0.4,1.8,4.5,0,0.1,0.1,1,10,0,0,0,0,0,0,0.3,0.38,,107,,JAX,0,21.3,1.5513514,LAR,1,17.8,1.2918919,BUF,0,21.5,1.0540541,Train,0.3099587664,2.5563490557,2.4304031098,2.526619326,0.3974328017,2.6328888366,2.5069428907,2.6031591069
Greg Dulcich,DEN,TE,4,0,0,0,0,0,0,0,0,0,3,1.25,7,5.6,0,0,0,0,0,0,0.75,1.95,,79,,IND,1,9,1.0607477,LAC,0,5.4,0.6775701,CIN,0,9.6,1.2570093,Train,0.7460424515,1.9088619114,1.2605441544,1.7384880796,1.971879051,2.981468936,2.333151179,2.8110951042
Gerald Everett,CHI,TE,9,0,0,0,0,0,0,0,0,0,1.22,0.78,3.33,4.29,0,0,0,0,0,0,0.33,1.11,,78,,MIN,0,6,0.8762887,DET,1,3.9,0.9123711,SEA,1,7.5,1.2268041,Train,0.3704151067,1.0117420843,1.0553503318,1.4467936307,1.1226016976,1.6699053514,1.7135135988,2.1049568978
Malik Heath,GNB,WR,7,0,0,0,0,0,0,0,0,0,0.71,0.57,3.71,6.5,0,0,0,0,0,0,0.43,0.94,,165,,SEA,0,22.1,0.952,NOR,1,21.4,0.944,MIN,0,24.9,0.68,Test,0.476011851,2.7217103696,2.9009103696,2.9745103696,1.0184828255,3.1963724723,3.3755724723,3.4491724723
Tim Jones,JAX,WR,10,0,0,0,0,0,0,0,0,0,0.4,0.2,3,15,0,0,0,0,0,0,0.3,0.5,,163,,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,0.342815596,2.3063657629,2.1707572973,2.3291170856,0.5284464367,2.4687927485,2.3331842829,2.4915440713
Davis Mills,HOU,QB,2,3.5,6.5,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,,52,,MIA,1,11.7,0.9866071,KAN,0,16.1,0.8526786,BAL,1,22,1.0982143,Validation,1.4567869136,2.7933492637,2.9699564065,3.834509978,1.5653492583,2.8883413153,3.0649484582,3.9295020296
Scott Miller,PIT,WR,8,0,0,0,0,0,0,0,0,0,0.5,0.25,3.88,15.5,0,0,0,0,0,0,0.38,0.64,,161,,PHI,0,17.4,0.7682403,BAL,0,30.9,1.055794,KAN,1,18.8,0.8197425,Train,0.4316258765,2.1944966763,3.5732520411,2.5896468909,0.6673735912,2.4007759266,3.7795312914,2.7959261412
Deuce Vaughn,DAL,RB,5,0,0,0,0,0,1.4,4,2.86,0,0.6,0.4,2.8,7,0,0,0,0,0,0,0.6,1.08,,105,,CAR,0,26.3,1.5736041,TAM,1,19.5,1.3502538,PHI,0,13.7,0.9086294,Train,0.7141467678,3.412238828,2.9599038026,2.085741366,1.0927959664,3.7435568767,3.2912218513,2.4170594148
Ronnie Bell,SFO,WR,8,0,0,0,0,0,0,0,0,0,0.75,0.25,2.75,11,0,0,0,0,0,0,0.25,0.53,,167,,LAR,1,24.3,0.956,MIA,0,17,0.884,DET,1,23.5,0.708,Train,0.3211879737,3.056639477,2.069439477,2.951839477,0.550873694,3.2576144822,2.2704144822,3.1528144822
Pharaoh Brown,SEA,TE,7,0,0,0,0,0,0,0,0,0,0.71,0.43,2.71,6.33,0,0,0,0,0,0,0.29,0.7,,85,,GNB,1,7.6,0.926087,MIN,1,6,0.7391304,CHI,0,6.7,0.8130435,Train,0.3129343997,1.3764262954,1.1977306432,1.0251219476,0.7157514686,1.7288912307,1.5501955785,1.3775868829
Tanner Conner,MIA,TE,8,0,0,0,0,0,0,0,0,0,0.5,0.38,2,5.33,0,0,0,0,0,0,0.25,0.57,,88,,HOU,0,4.7,1.2486188,SFO,1,5.1,1.2265193,CLE,0,4.7,1.3701657,Train,0.240606881,0.8053928993,1.0931829545,0.8175475954,0.5919407583,1.112810042,1.4006000972,1.1249647381
Peyton Hendershot,KAN,TE,3,0,0,0,0,0,0,0,0,0,0.67,0.67,5,7.5,0,0,0,0,0,0,0.67,1.17,,90,,CLE,0,4.7,1.0333333,HOU,1,4.7,0.9416667,PIT,0,6,0.675,Train,0.537317078,1.0434857765,1.2843191099,1.1376524432,1.1807939468,1.6065280367,1.8473613701,1.7006947034
Travis Homer,CHI,RB,5,0,0,0,0,0,0.6,3.2,5.33,0,0,0,0,0,0,0,0,0,0,0,0.4,0.32,,114,,MIN,0,13.2,0.8762887,DET,1,15.2,0.9123711,SEA,1,20.4,1.2268041,Train,0.3535206466,1.7169594317,2.1705676792,2.7220109781,0.3242241287,1.6913249786,2.144933226,2.6963765249
Trenton Irwin,CIN,WR,6,0,0,0,0,0,0,0,0,0,1.67,0.5,2.5,5,0,0,0,0,0,0,0.33,0.75,,169,,TEN,0,16.4,0.9740741,CLE,1,25.7,0.9185185,DEN,1,15.9,0.6148148,Train,0.2995122632,1.9994806378,3.1739250822,2.1635547118,0.7723594112,2.4132218922,3.5876663367,2.5772959663
MarShawn Lloyd,GNB,RB,1,0,0,0,0,0,6,15,2.5,0,1,1,3,3,0,0,0,0,0,0,2,2.8,,111,,SEA,0,20.4,0.952,NOR,1,22.4,0.944,MIN,0,13.2,0.68,Train,1.8207507862,3.728356938,4.177556938,2.981156938,2.7949820518,4.5808092954,5.0300092954,3.8336092954
Drew Lock,NYG,QB,2,1.5,4,3,0,0,0.5,6.5,13,0,0,0,0,0,0,1,0,0,0,0,1,0.75,,53,,BAL,1,22,1.5769231,ATL,0,18.2,1.5961538,IND,1,17.2,1.4551282,Train,0.8151440587,3.3209433591,2.692866436,2.8287638719,0.8003072923,3.3079611885,2.6798842654,2.8157817013
Will Mallory,IND,TE,7,0,0,0,0,0,0,0,0,0,0.86,0.43,3.14,7.33,0,0,0,0,0,0,0.29,0.74,,80,,DEN,0,6.2,0.772093,TEN,1,5,1.2232558,NYG,0,3.9,1.0325581,Train,0.3578029018,1.0102868414,1.1854031204,0.806333353,0.7619886225,1.363949347,1.5390656261,1.1599958586
Michael Mayer,LVR,TE,3,0,0,0,0,0,0,0,0,0,2.33,1.33,7,5.25,0,0,0,0,0,0,0.67,2.03,,82,,ATL,1,8.1,1.3315508,JAX,1,9.1,1.5347594,NOR,0,6.2,1.2620321,Train,0.7367087041,1.8377751963,1.9580960519,1.3908233246,2.0416466861,2.9795959306,3.0999167862,2.5326440589
Jase McClellan,ATL,RB,1,0,0,0,0,0,5,17,3.4,0,0,0,0,0,0,0,0,0,0,0,2,1.7,,112,,LVR,0,20.3,1.2837838,NYG,1,18.4,1,WAS,0,20.2,0.9954955,Test,1.9507529732,3.86528723,3.8969088516,3.8264584011,1.8217574379,3.7524161366,3.7840377582,3.7135873077
Kenny McIntosh,SEA,RB,9,0,0,0,0,0,0.44,1.78,4,0,0,0,0,0,0,0,0,0,0,0,0.22,0.18,,115,,GNB,1,17.7,0.926087,MIN,1,13.2,0.7391304,CHI,0,18.5,0.8130435,Validation,0.2490450532,2.3305231172,1.861827465,2.1492187694,0.2696304192,2.3485353125,1.8798396603,2.1672309646
Luke Musgrave,GNB,TE,4,0,0,0,0,0,0,0,0,0,1.75,1.25,5.5,4.4,0,0,0,0,0,0,0.5,1.8,,81,,SEA,0,7.5,0.952,NOR,1,6.2,0.944,MIN,0,6,0.68,Test,0.6771266819,1.4376858467,1.5568858467,1.2604858467,1.8736489564,2.4846428368,2.6038428368,2.3074428368
Bryce Oliver,TEN,WR,2,0,0,0,0,0,0,0,0,0,1,1,11.5,11.5,0,0,0,0,0,0,1,2.15,,166,,CIN,1,20.9,1.5823529,IND,0,21.8,1.3352941,JAX,0,23.4,1.6882353,Train,1.1903551854,3.5397960814,3.355090199,3.5503843167,2.1642594117,4.3919622794,4.207256397,4.4025505147
